Country,Year,Category,Value
Russia,1988,All Exterrnal Factors,83.2
Russia,1988,All Suicide,22.5
Russia,1988,Expected Lifespan,69.5
Russia,1989,All Diseases,594
Russia,1989,All Exterrnal Factors,96.5
Russia,1989,All Suicide,23.9
Russia,1989,Expected Lifespan,69.2
Russia,1990,All Diseases,598.5
Russia,1990,All Exterrnal Factors,102.8
Russia,1990,All Suicide,24.6
Russia,1990,Expected Lifespan,68.9
Russia,1991,All Diseases,588.3
Russia,1991,All Exterrnal Factors,110.7
Russia,1991,All Suicide,24.6
Russia,1991,Expected Lifespan,68.5
Russia,1992,All Diseases,607.4
Russia,1992,All Exterrnal Factors,134.3
Russia,1992,All Suicide,28.6
Russia,1992,Expected Lifespan,66.9
Russia,1993,All Diseases,718.2
Russia,1993,All Exterrnal Factors,175.9
Russia,1993,All Suicide,35.2
Russia,1993,Expected Lifespan,64.9
Russia,1994,All Diseases,777.5
Russia,1994,All Exterrnal Factors,190.1
Russia,1994,All Suicide,38.7
Russia,1994,Expected Lifespan,64.5
Russia,1995,All Diseases,733
Russia,1995,All Exterrnal Factors,179.5
Russia,1995,All Suicide,38.1
Russia,1995,Expected Lifespan,65.2
Russia,1996,All Diseases,690.9
Russia,1996,All Exterrnal Factors,155.9
Russia,1996,All Suicide,36.1
Russia,1996,Expected Lifespan,66.2
Russia,1997,All Diseases,667
Russia,1997,All Exterrnal Factors,137.9
Russia,1997,All Suicide,34.1
Russia,1997,Expected Lifespan,67
Russia,1998,All Diseases,647.3
Russia,1998,All Exterrnal Factors,139.3
Russia,1998,All Suicide,31.9
Russia,1998,Expected Lifespan,66.8
Russia,1999,All Diseases,719.2
Russia,1999,All Exterrnal Factors,151.4
Russia,1999,All Suicide,35.1
Russia,1999,Expected Lifespan,66
Russia,2000,All Diseases,741.9
Russia,2000,All Exterrnal Factors,162.3
Russia,2000,All Suicide,35
Russia,2000,Expected Lifespan,65.3
Russia,2001,All Diseases,745.2
Russia,2001,All Exterrnal Factors,167.5
Russia,2001,All Suicide,35.3
Russia,2001,Expected Lifespan,65.5
Russia,2002,All Diseases,773.4
Russia,2002,All Exterrnal Factors,171.5
Russia,2002,All Suicide,33.9
Russia,2002,Expected Lifespan,65.1
Russia,2003,All Diseases,801.6
Russia,2003,All Exterrnal Factors,169.8
Russia,2003,All Suicide,31.3
Russia,2003,Expected Lifespan,65
Russia,2004,All Diseases,771.9
Russia,2004,All Exterrnal Factors,165.6
Russia,2004,All Suicide,29.7
Russia,2004,Expected Lifespan,65.4
Russia,2005,All Diseases,780.2
Russia,2005,All Exterrnal Factors,160.7
Russia,2005,All Suicide,27.7
Russia,2005,Expected Lifespan,65.5
Russia,2006,All Diseases,725.7
Russia,2006,All Exterrnal Factors,143.3
Russia,2006,All Suicide,25.8
Russia,2006,Expected Lifespan,66.6
Russia,2007,All Diseases,685.6
Russia,2007,All Exterrnal Factors,130.8
Russia,2007,All Suicide,25
Russia,2007,Expected Lifespan,67.5
Russia,2008,All Diseases,678.2
Russia,2008,All Exterrnal Factors,122.7
Russia,2008,All Suicide,23.2
Russia,2008,Expected Lifespan,67.8
Russia,2009,All Diseases,645
Russia,2009,All Exterrnal Factors,110.9
Russia,2009,All Suicide,22.8
Russia,2009,Expected Lifespan,68.6
Russia,2010,All Diseases,636.8
Russia,2010,All Exterrnal Factors,108
Russia,2010,All Suicide,20.2
Russia,2010,Expected Lifespan,68.9
Russia,2011,All Diseases,589
Russia,2011,All Exterrnal Factors,98.6
Russia,2011,All Suicide,18.8
Russia,2011,Expected Lifespan,69.7
Russia,2012,Expected Lifespan,70.4
Russia,2013,Expected Lifespan,70.4
South Africa,1980,Expected Lifespan,57
South Africa,1981,Expected Lifespan,57.6
South Africa,1982,Expected Lifespan,58.2
South Africa,1983,Expected Lifespan,58.8
South Africa,1984,Expected Lifespan,59.4
South Africa,1985,Expected Lifespan,59.9
South Africa,1986,Expected Lifespan,60.4
South Africa,1987,Expected Lifespan,61
South Africa,1988,Expected Lifespan,61.4
South Africa,1989,Expected Lifespan,61.8
South Africa,1990,Expected Lifespan,62.1
South Africa,1991,Expected Lifespan,62.3
South Africa,1992,Expected Lifespan,62.3
South Africa,1993,Expected Lifespan,62.2
South Africa,1994,Expected Lifespan,61.9
South Africa,1995,Expected Lifespan,61.4
South Africa,1996,Expected Lifespan,60.6
South Africa,1997,Expected Lifespan,59.6
South Africa,1998,Expected Lifespan,58.4
South Africa,1999,Expected Lifespan,57.2
South Africa,2000,Expected Lifespan,55.8
South Africa,2001,Expected Lifespan,54.6
South Africa,2002,All Diseases,1010.4
South Africa,2002,All Exterrnal Factors,124.7
South Africa,2002,All Suicide,0.5
South Africa,2002,Expected Lifespan,53.4
South Africa,2003,All Diseases,1094.2
South Africa,2003,All Exterrnal Factors,123.8
South Africa,2003,All Suicide,0.6
South Africa,2003,Expected Lifespan,52.5
South Africa,2004,All Diseases,1077.1
South Africa,2004,All Exterrnal Factors,120.9
South Africa,2004,All Suicide,0.9
South Africa,2004,Expected Lifespan,51.9
South Africa,2005,All Diseases,1094
South Africa,2005,All Exterrnal Factors,119.3
South Africa,2005,All Suicide,1
South Africa,2005,Expected Lifespan,51.6
South Africa,2006,All Diseases,1138.8
South Africa,2006,All Exterrnal Factors,115.2
South Africa,2006,All Suicide,1.1
South Africa,2006,Expected Lifespan,51.6
South Africa,2007,All Diseases,1091.6
South Africa,2007,All Exterrnal Factors,117.4
South Africa,2007,All Suicide,0.9
South Africa,2007,Expected Lifespan,52
South Africa,2008,All Diseases,1105.1
South Africa,2008,All Exterrnal Factors,117
South Africa,2008,All Suicide,1
South Africa,2008,Expected Lifespan,52.6
South Africa,2009,All Diseases,1023.2
South Africa,2009,All Exterrnal Factors,103.7
South Africa,2009,All Suicide,0.8
South Africa,2009,Expected Lifespan,53.5
South Africa,2010,All Diseases,940.4
South Africa,2010,All Exterrnal Factors,98.7
South Africa,2010,All Suicide,0.8
South Africa,2010,Expected Lifespan,54.4
South Africa,2011,All Diseases,859.9
South Africa,2011,All Exterrnal Factors,93.5
South Africa,2011,All Suicide,0.7
South Africa,2011,Expected Lifespan,55.3
South Africa,2012,All Diseases,783.9
South Africa,2012,All Exterrnal Factors,94.4
South Africa,2012,All Suicide,0.9
South Africa,2012,Expected Lifespan,56.1
South Africa,2013,All Diseases,723.8
South Africa,2013,All Exterrnal Factors,90.5
South Africa,2013,All Suicide,1.1
South Africa,2013,Expected Lifespan,56.7
South Korea,1980,Expected Lifespan,65.8
South Korea,1981,Expected Lifespan,66.3
South Korea,1982,Expected Lifespan,66.8
South Korea,1983,Expected Lifespan,67.2
South Korea,1984,Expected Lifespan,67.9
South Korea,1985,All Diseases,413
South Korea,1985,All Exterrnal Factors,52.5
South Korea,1985,All Suicide,9.9
South Korea,1985,Expected Lifespan,68.5
South Korea,1986,All Diseases,382.6
South Korea,1986,All Exterrnal Factors,51.5
South Korea,1986,All Suicide,9
South Korea,1986,Expected Lifespan,69.2
South Korea,1987,All Diseases,362.6
South Korea,1987,All Exterrnal Factors,58.3
South Korea,1987,All Suicide,8.5
South Korea,1987,Expected Lifespan,69.8
South Korea,1988,All Diseases,334.8
South Korea,1988,All Exterrnal Factors,59.7
South Korea,1988,All Suicide,7.3
South Korea,1988,Expected Lifespan,70.3
South Korea,1989,All Diseases,326.5
South Korea,1989,All Exterrnal Factors,63.7
South Korea,1989,All Suicide,7.4
South Korea,1989,Expected Lifespan,70.9
South Korea,1990,All Diseases,317.9
South Korea,1990,All Exterrnal Factors,67
South Korea,1990,All Suicide,7.6
South Korea,1990,Expected Lifespan,71.3
South Korea,1991,All Diseases,312.5
South Korea,1991,All Exterrnal Factors,70.9
South Korea,1991,All Suicide,7.2
South Korea,1991,Expected Lifespan,71.7
South Korea,1992,All Diseases,333.9
South Korea,1992,All Exterrnal Factors,70.1
South Korea,1992,All Suicide,8.2
South Korea,1992,Expected Lifespan,72.2
South Korea,1993,All Diseases,359.8
South Korea,1993,All Exterrnal Factors,68.4
South Korea,1993,All Suicide,9.5
South Korea,1993,Expected Lifespan,72.7
South Korea,1994,All Diseases,370.9
South Korea,1994,All Exterrnal Factors,66.4
South Korea,1994,All Suicide,9.6
South Korea,1994,Expected Lifespan,73
South Korea,1995,All Diseases,334
South Korea,1995,All Exterrnal Factors,67.4
South Korea,1995,All Suicide,10.7
South Korea,1995,Expected Lifespan,73.4
South Korea,1996,All Diseases,302.5
South Korea,1996,All Exterrnal Factors,64
South Korea,1996,All Suicide,12.7
South Korea,1996,Expected Lifespan,73.8
South Korea,1997,All Diseases,287.2
South Korea,1997,All Exterrnal Factors,58.7
South Korea,1997,All Suicide,12.8
South Korea,1997,Expected Lifespan,74.2
South Korea,1998,All Diseases,294.8
South Korea,1998,All Exterrnal Factors,52
South Korea,1998,All Suicide,17.9
South Korea,1998,Expected Lifespan,74.7
South Korea,1999,All Diseases,284.2
South Korea,1999,All Exterrnal Factors,49.8
South Korea,1999,All Suicide,14.6
South Korea,1999,Expected Lifespan,75.4
South Korea,2000,All Diseases,290.5
South Korea,2000,All Exterrnal Factors,48
South Korea,2000,All Suicide,13.1
South Korea,2000,Expected Lifespan,75.8
South Korea,2001,All Diseases,277.8
South Korea,2001,All Exterrnal Factors,46.9
South Korea,2001,All Suicide,13.9
South Korea,2001,Expected Lifespan,76.3
South Korea,2002,All Diseases,282.9
South Korea,2002,All Exterrnal Factors,43.1
South Korea,2002,All Suicide,17.1
South Korea,2002,Expected Lifespan,76.8
South Korea,2003,All Diseases,257
South Korea,2003,All Exterrnal Factors,42.6
South Korea,2003,All Suicide,21.1
South Korea,2003,Expected Lifespan,77.3
South Korea,2004,All Diseases,237.6
South Korea,2004,All Exterrnal Factors,38.3
South Korea,2004,All Suicide,21.8
South Korea,2004,Expected Lifespan,77.8
South Korea,2005,All Diseases,223.3
South Korea,2005,All Exterrnal Factors,37
South Korea,2005,All Suicide,22.3
South Korea,2005,Expected Lifespan,78.4
South Korea,2006,All Diseases,213.6
South Korea,2006,All Exterrnal Factors,36.1
South Korea,2006,All Suicide,19.3
South Korea,2006,Expected Lifespan,79
South Korea,2007,All Diseases,211.1
South Korea,2007,All Exterrnal Factors,33.3
South Korea,2007,All Suicide,21.8
South Korea,2007,Expected Lifespan,79.3
South Korea,2008,All Diseases,198.3
South Korea,2008,All Exterrnal Factors,31.7
South Korea,2008,All Suicide,22.4
South Korea,2008,Expected Lifespan,79.8
South Korea,2009,All Diseases,188.8
South Korea,2009,All Exterrnal Factors,30
South Korea,2009,All Suicide,26.3
South Korea,2009,Expected Lifespan,80.3
South Korea,2010,All Diseases,189.3
South Korea,2010,All Exterrnal Factors,28.7
South Korea,2010,All Suicide,25.9
South Korea,2010,Expected Lifespan,80.6
South Korea,2011,All Diseases,185.5
South Korea,2011,All Exterrnal Factors,26.7
South Korea,2011,All Suicide,25.9
South Korea,2011,Expected Lifespan,81
South Korea,2012,All Diseases,188
South Korea,2012,All Exterrnal Factors,26.5
South Korea,2012,All Suicide,22.6
South Korea,2012,Expected Lifespan,81.2
South Korea,2013,All Diseases,175.5
South Korea,2013,All Exterrnal Factors,25
South Korea,2013,All Suicide,22.5
South Korea,2013,Expected Lifespan,81.7
Sweden,1980,Expected Lifespan,75.7
Sweden,1981,Expected Lifespan,76
Sweden,1982,Expected Lifespan,76.3
Sweden,1983,Expected Lifespan,76.6
Sweden,1984,Expected Lifespan,76.8
Sweden,1985,Expected Lifespan,76.7
Sweden,1986,Expected Lifespan,76.9
Sweden,1987,All Diseases,351.3
Sweden,1987,All Exterrnal Factors,30.3
Sweden,1987,All Suicide,15.7
Sweden,1987,Expected Lifespan,77.1
Sweden,1988,All Diseases,354.4
Sweden,1988,All Exterrnal Factors,31.2
Sweden,1988,All Suicide,16.2
Sweden,1988,Expected Lifespan,77
Sweden,1989,All Diseases,323.9
Sweden,1989,All Exterrnal Factors,30.4
Sweden,1989,All Suicide,16
Sweden,1989,Expected Lifespan,77.7
Sweden,1990,All Diseases,326.2
Sweden,1990,All Exterrnal Factors,29.3
Sweden,1990,All Suicide,14.3
Sweden,1990,Expected Lifespan,77.5
Sweden,1991,All Diseases,320.3
Sweden,1991,All Exterrnal Factors,27.8
Sweden,1991,All Suicide,14.6
Sweden,1991,Expected Lifespan,77.7
Sweden,1992,All Diseases,311.7
Sweden,1992,All Exterrnal Factors,25.9
Sweden,1992,All Suicide,13
Sweden,1992,Expected Lifespan,78
Sweden,1993,All Diseases,314.4
Sweden,1993,All Exterrnal Factors,24.7
Sweden,1993,All Suicide,13.3
Sweden,1993,Expected Lifespan,78.1
Sweden,1994,All Diseases,288.1
Sweden,1994,All Exterrnal Factors,27
Sweden,1994,All Suicide,12.4
Sweden,1994,Expected Lifespan,78.7
Sweden,1995,All Diseases,289.6
Sweden,1995,All Exterrnal Factors,22.8
Sweden,1995,All Suicide,12.8
Sweden,1995,Expected Lifespan,78.7
Sweden,1996,All Diseases,283.4
Sweden,1996,All Exterrnal Factors,21.9
Sweden,1996,All Suicide,11.8
Sweden,1996,Expected Lifespan,79
Sweden,1997,All Diseases,283.6
Sweden,1997,All Exterrnal Factors,22.3
Sweden,1997,All Suicide,11.6
Sweden,1997,Expected Lifespan,79.2
Sweden,1998,All Diseases,277.5
Sweden,1998,All Exterrnal Factors,22.7
Sweden,1998,All Suicide,11.4
Sweden,1998,Expected Lifespan,79.3
Sweden,1999,All Diseases,278.1
Sweden,1999,All Exterrnal Factors,21.2
Sweden,1999,All Suicide,11.6
Sweden,1999,Expected Lifespan,79.4
Sweden,2000,All Diseases,265.9
Sweden,2000,All Exterrnal Factors,21.9
Sweden,2000,All Suicide,10.5
Sweden,2000,Expected Lifespan,79.6
Sweden,2001,All Diseases,259.5
Sweden,2001,All Exterrnal Factors,24.7
Sweden,2001,All Suicide,10.8
Sweden,2001,Expected Lifespan,79.8
Sweden,2002,All Diseases,259.1
Sweden,2002,All Exterrnal Factors,23.8
Sweden,2002,All Suicide,11
Sweden,2002,Expected Lifespan,79.8
Sweden,2003,All Diseases,250.9
Sweden,2003,All Exterrnal Factors,23.2
Sweden,2003,All Suicide,10.4
Sweden,2003,Expected Lifespan,80.1
Sweden,2004,All Diseases,235.4
Sweden,2004,All Exterrnal Factors,28.1
Sweden,2004,All Suicide,10.7
Sweden,2004,Expected Lifespan,80.5
Sweden,2005,All Diseases,233.3
Sweden,2005,All Exterrnal Factors,22.6
Sweden,2005,All Suicide,11.1
Sweden,2005,Expected Lifespan,80.5
Sweden,2006,All Diseases,227
Sweden,2006,All Exterrnal Factors,21.6
Sweden,2006,All Suicide,10.9
Sweden,2006,Expected Lifespan,80.7
Sweden,2007,All Diseases,223.8
Sweden,2007,All Exterrnal Factors,23.3
Sweden,2007,All Suicide,10.3
Sweden,2007,Expected Lifespan,80.9
Sweden,2008,All Diseases,221
Sweden,2008,All Exterrnal Factors,22.3
Sweden,2008,All Suicide,10.6
Sweden,2008,Expected Lifespan,81.1
Sweden,2009,All Diseases,212.4
Sweden,2009,All Exterrnal Factors,21.1
Sweden,2009,All Suicide,11.2
Sweden,2009,Expected Lifespan,81.4
Sweden,2010,All Diseases,206.3
Sweden,2010,All Exterrnal Factors,20.3
Sweden,2010,All Suicide,10.1
Sweden,2010,Expected Lifespan,81.5
Sweden,2011,All Diseases,201.4
Sweden,2011,All Exterrnal Factors,19.9
Sweden,2011,All Suicide,10
Sweden,2011,Expected Lifespan,81.8
Sweden,2012,All Diseases,204.5
Sweden,2012,All Exterrnal Factors,20.3
Sweden,2012,All Suicide,10
Sweden,2012,Expected Lifespan,81.7
Sweden,2013,All Diseases,197.8
Sweden,2013,All Exterrnal Factors,20.4
Sweden,2013,All Suicide,10.7
Sweden,2013,Expected Lifespan,82
Thailand,1980,All Diseases,229.7
Thailand,1980,All Exterrnal Factors,69.9
Thailand,1980,All Suicide,8.2
Thailand,1980,Expected Lifespan,64.4
Thailand,1981,All Diseases,198.5
Thailand,1981,All Exterrnal Factors,65.7
Thailand,1981,All Suicide,7.6
Thailand,1981,Expected Lifespan,65
Thailand,1982,All Diseases,206.3
Thailand,1982,All Exterrnal Factors,59.6
Thailand,1982,All Suicide,7
Thailand,1982,Expected Lifespan,65.6
Thailand,1983,All Diseases,199.8
Thailand,1983,All Exterrnal Factors,54.9
Thailand,1983,All Suicide,6.8
Thailand,1983,Expected Lifespan,66.4
Thailand,1984,All Diseases,180.1
Thailand,1984,All Exterrnal Factors,49.1
Thailand,1984,All Suicide,6.2
Thailand,1984,Expected Lifespan,67.1
Thailand,1985,All Diseases,174.4
Thailand,1985,All Exterrnal Factors,43.5
Thailand,1985,All Suicide,6.1
Thailand,1985,Expected Lifespan,67.9
Thailand,1986,All Diseases,165.5
Thailand,1986,All Exterrnal Factors,36.5
Thailand,1986,All Suicide,5.6
Thailand,1986,Expected Lifespan,68.6
Thailand,1987,All Diseases,184.4
Thailand,1987,All Exterrnal Factors,36.9
Thailand,1987,All Suicide,5.9
Thailand,1987,Expected Lifespan,69.2
Thailand,1988,Expected Lifespan,69.7
Thailand,1989,Expected Lifespan,70.1
Thailand,1990,All Diseases,194.5
Thailand,1990,All Exterrnal Factors,50.2
Thailand,1990,All Suicide,6.8
Thailand,1990,Expected Lifespan,70.2
Thailand,1991,All Diseases,198.6
Thailand,1991,All Exterrnal Factors,53
Thailand,1991,All Suicide,6.3
Thailand,1991,Expected Lifespan,70.3
Thailand,1992,All Diseases,200.7
Thailand,1992,All Exterrnal Factors,56.2
Thailand,1992,All Suicide,6.2
Thailand,1992,Expected Lifespan,70.3
Thailand,1993,Expected Lifespan,70.2
Thailand,1994,All Diseases,274.1
Thailand,1994,All Exterrnal Factors,69.4
Thailand,1994,All Suicide,4.1
Thailand,1994,Expected Lifespan,70.2
Thailand,1995,All Diseases,265.3
Thailand,1995,All Exterrnal Factors,65.7
Thailand,1995,All Suicide,7.1
Thailand,1995,Expected Lifespan,70.2
Thailand,1996,All Diseases,271.1
Thailand,1996,All Exterrnal Factors,65.1
Thailand,1996,All Suicide,7.2
Thailand,1996,Expected Lifespan,70.2
Thailand,1997,All Diseases,240.7
Thailand,1997,All Exterrnal Factors,48.6
Thailand,1997,All Suicide,6.6
Thailand,1997,Expected Lifespan,70.3
Thailand,1998,All Diseases,235.3
Thailand,1998,All Exterrnal Factors,40.8
Thailand,1998,All Suicide,7.8
Thailand,1998,Expected Lifespan,70.4
Thailand,1999,All Diseases,232.8
Thailand,1999,All Exterrnal Factors,53.5
Thailand,1999,All Suicide,8.2
Thailand,1999,Expected Lifespan,70.5
Thailand,2000,All Diseases,228.4
Thailand,2000,All Exterrnal Factors,56.1
Thailand,2000,All Suicide,7.9
Thailand,2000,Expected Lifespan,70.6
Thailand,2001,Expected Lifespan,70.8
Thailand,2002,All Diseases,246.6
Thailand,2002,All Exterrnal Factors,59.2
Thailand,2002,All Suicide,7.4
Thailand,2002,Expected Lifespan,71.1
Thailand,2003,All Diseases,258.4
Thailand,2003,All Exterrnal Factors,61
Thailand,2003,All Suicide,6.6
Thailand,2003,Expected Lifespan,71.4
Thailand,2004,All Diseases,229.2
Thailand,2004,All Exterrnal Factors,59.7
Thailand,2004,All Suicide,6.2
Thailand,2004,Expected Lifespan,71.8
Thailand,2005,All Diseases,223.4
Thailand,2005,All Exterrnal Factors,58.1
Thailand,2005,All Suicide,5.6
Thailand,2005,Expected Lifespan,72.2
Thailand,2006,All Diseases,208.3
Thailand,2006,All Exterrnal Factors,60.1
Thailand,2006,All Suicide,5.1
Thailand,2006,Expected Lifespan,72.5
Thailand,2007,Expected Lifespan,72.9
Thailand,2008,Expected Lifespan,73.2
Thailand,2009,Expected Lifespan,73.5
Thailand,2010,Expected Lifespan,73.7
Thailand,2011,Expected Lifespan,73.9
Thailand,2012,Expected Lifespan,74.1
Thailand,2013,Expected Lifespan,74.2
United Kingdom,1980,All Diseases,509.8
United Kingdom,1980,All Exterrnal Factors,29.4
United Kingdom,1980,All Suicide,7.8
United Kingdom,1980,Expected Lifespan,73.7
United Kingdom,1981,All Diseases,488.6
United Kingdom,1981,All Exterrnal Factors,27.7
United Kingdom,1981,All Suicide,7.9
United Kingdom,1981,Expected Lifespan,74
United Kingdom,1982,All Diseases,486.5
United Kingdom,1982,All Exterrnal Factors,27.2
United Kingdom,1982,All Suicide,7.8
United Kingdom,1982,Expected Lifespan,74.2
United Kingdom,1983,All Diseases,474.8
United Kingdom,1983,All Exterrnal Factors,25.9
United Kingdom,1983,All Suicide,7.7
United Kingdom,1983,Expected Lifespan,74.4
United Kingdom,1984,All Diseases,439
United Kingdom,1984,All Exterrnal Factors,25.4
United Kingdom,1984,All Suicide,7.7
United Kingdom,1984,Expected Lifespan,74.8
United Kingdom,1985,All Diseases,450.3
United Kingdom,1985,All Exterrnal Factors,24.8
United Kingdom,1985,All Suicide,7.9
United Kingdom,1985,Expected Lifespan,74.6
United Kingdom,1986,All Diseases,434
United Kingdom,1986,All Exterrnal Factors,24.8
United Kingdom,1986,All Suicide,7.5
United Kingdom,1986,Expected Lifespan,74.9
United Kingdom,1987,All Diseases,410.2
United Kingdom,1987,All Exterrnal Factors,23.7
United Kingdom,1987,All Suicide,7.2
United Kingdom,1987,Expected Lifespan,75.3
United Kingdom,1988,All Diseases,404.5
United Kingdom,1988,All Exterrnal Factors,23.7
United Kingdom,1988,All Suicide,7.7
United Kingdom,1988,Expected Lifespan,75.4
United Kingdom,1989,All Diseases,403.2
United Kingdom,1989,All Exterrnal Factors,23.6
United Kingdom,1989,All Suicide,6.8
United Kingdom,1989,Expected Lifespan,75.6
United Kingdom,1990,All Diseases,383.9
United Kingdom,1990,All Exterrnal Factors,23.6
United Kingdom,1990,All Suicide,7.3
United Kingdom,1990,Expected Lifespan,75.9
United Kingdom,1991,All Diseases,380.1
United Kingdom,1991,All Exterrnal Factors,22.4
United Kingdom,1991,All Suicide,7.2
United Kingdom,1991,Expected Lifespan,76.1
United Kingdom,1992,All Diseases,364.7
United Kingdom,1992,All Exterrnal Factors,21.1
United Kingdom,1992,All Suicide,7.3
United Kingdom,1992,Expected Lifespan,76.4
United Kingdom,1993,All Diseases,387.7
United Kingdom,1993,All Exterrnal Factors,20.3
United Kingdom,1993,All Suicide,7
United Kingdom,1993,Expected Lifespan,76.4
United Kingdom,1994,All Diseases,359.9
United Kingdom,1994,All Exterrnal Factors,19.9
United Kingdom,1994,All Suicide,6.8
United Kingdom,1994,Expected Lifespan,76.9
United Kingdom,1995,All Diseases,365.6
United Kingdom,1995,All Exterrnal Factors,19.6
United Kingdom,1995,All Suicide,6.7
United Kingdom,1995,Expected Lifespan,76.8
United Kingdom,1996,All Diseases,354.3
United Kingdom,1996,All Exterrnal Factors,20
United Kingdom,1996,All Suicide,6.4
United Kingdom,1996,Expected Lifespan,77.1
United Kingdom,1997,All Diseases,345.6
United Kingdom,1997,All Exterrnal Factors,20.1
United Kingdom,1997,All Suicide,6.4
United Kingdom,1997,Expected Lifespan,77.2
United Kingdom,1998,All Diseases,339.5
United Kingdom,1998,All Exterrnal Factors,19.3
United Kingdom,1998,All Suicide,6.8
United Kingdom,1998,Expected Lifespan,77.2
United Kingdom,1999,All Diseases,338.7
United Kingdom,1999,All Exterrnal Factors,19.5
United Kingdom,1999,All Suicide,6.8
United Kingdom,1999,Expected Lifespan,77.4
United Kingdom,2000,All Diseases,318.2
United Kingdom,2000,All Exterrnal Factors,19.2
United Kingdom,2000,All Suicide,6.6
United Kingdom,2000,Expected Lifespan,77.7
United Kingdom,2001,All Diseases,314.3
United Kingdom,2001,All Exterrnal Factors,20.5
United Kingdom,2001,All Suicide,6.4
United Kingdom,2001,Expected Lifespan,78
United Kingdom,2002,All Diseases,312.2
United Kingdom,2002,All Exterrnal Factors,19.9
United Kingdom,2002,All Suicide,6.4
United Kingdom,2002,Expected Lifespan,78.1
United Kingdom,2003,All Diseases,312.5
United Kingdom,2003,All Exterrnal Factors,20.2
United Kingdom,2003,All Suicide,6.1
United Kingdom,2003,Expected Lifespan,78.4
United Kingdom,2004,All Diseases,291
United Kingdom,2004,All Exterrnal Factors,19.8
United Kingdom,2004,All Suicide,6.3
United Kingdom,2004,Expected Lifespan,78.7
United Kingdom,2005,All Diseases,283.1
United Kingdom,2005,All Exterrnal Factors,19.6
United Kingdom,2005,All Suicide,6
United Kingdom,2005,Expected Lifespan,79
United Kingdom,2006,All Diseases,270.2
United Kingdom,2006,All Exterrnal Factors,19.3
United Kingdom,2006,All Suicide,6.1
United Kingdom,2006,Expected Lifespan,79.2
United Kingdom,2007,All Diseases,263.2
United Kingdom,2007,All Exterrnal Factors,19.4
United Kingdom,2007,All Suicide,5.7
United Kingdom,2007,Expected Lifespan,79.4
United Kingdom,2008,All Diseases,258.8
United Kingdom,2008,All Exterrnal Factors,19.3
United Kingdom,2008,All Suicide,6.2
United Kingdom,2008,Expected Lifespan,79.6
United Kingdom,2009,All Diseases,242.7
United Kingdom,2009,All Exterrnal Factors,18.5
United Kingdom,2009,All Suicide,6.2
United Kingdom,2009,Expected Lifespan,80.1
United Kingdom,2010,All Diseases,237.1
United Kingdom,2010,All Exterrnal Factors,17.5
United Kingdom,2010,All Suicide,6
United Kingdom,2010,Expected Lifespan,80.4
United Kingdom,2011,All Diseases,217.8
United Kingdom,2011,All Exterrnal Factors,17.9
United Kingdom,2011,All Suicide,6.3
United Kingdom,2011,Expected Lifespan,81
United Kingdom,2012,All Diseases,218.4
United Kingdom,2012,All Exterrnal Factors,17.1
United Kingdom,2012,All Suicide,6.3
United Kingdom,2012,Expected Lifespan,80.9
United Kingdom,2013,All Diseases,217.7
United Kingdom,2013,All Exterrnal Factors,17.7
United Kingdom,2013,All Suicide,6.6
United Kingdom,2013,Expected Lifespan,81
United States,1980,All Diseases,423.3
United States,1980,All Exterrnal Factors,55.1
United States,1980,All Suicide,11.2
United States,1980,Expected Lifespan,73.6
United States,1981,All Diseases,410.2
United States,1981,All Exterrnal Factors,52.3
United States,1981,All Suicide,11.4
United States,1981,Expected Lifespan,74
United States,1982,All Diseases,397.5
United States,1982,All Exterrnal Factors,48.1
United States,1982,All Suicide,11.5
United States,1982,Expected Lifespan,74.4
United States,1983,All Diseases,403.3
United States,1983,All Exterrnal Factors,45.8
United States,1983,All Suicide,11.3
United States,1983,Expected Lifespan,74.5
United States,1984,All Diseases,393
United States,1984,All Exterrnal Factors,45.2
United States,1984,All Suicide,11.5
United States,1984,Expected Lifespan,74.6
United States,1985,All Diseases,393.4
United States,1985,All Exterrnal Factors,44.8
United States,1985,All Suicide,11.4
United States,1985,Expected Lifespan,74.6
United States,1986,All Diseases,385.5
United States,1986,All Exterrnal Factors,45.9
United States,1986,All Suicide,11.8
United States,1986,Expected Lifespan,74.6
United States,1987,All Diseases,382.3
United States,1987,All Exterrnal Factors,44.9
United States,1987,All Suicide,11.7
United States,1987,Expected Lifespan,74.8
United States,1988,All Diseases,382.1
United States,1988,All Exterrnal Factors,45.7
United States,1988,All Suicide,11.4
United States,1988,Expected Lifespan,74.8
United States,1989,All Diseases,365.9
United States,1989,All Exterrnal Factors,44.7
United States,1989,All Suicide,11.2
United States,1989,Expected Lifespan,75
United States,1990,All Diseases,361.4
United States,1990,All Exterrnal Factors,44.1
United States,1990,All Suicide,11.4
United States,1990,Expected Lifespan,75.2
United States,1991,All Diseases,354.8
United States,1991,All Exterrnal Factors,43.2
United States,1991,All Suicide,11.3
United States,1991,Expected Lifespan,75.4
United States,1992,All Diseases,348.2
United States,1992,All Exterrnal Factors,41.5
United States,1992,All Suicide,11.1
United States,1992,Expected Lifespan,75.6
United States,1993,All Diseases,355.8
United States,1993,All Exterrnal Factors,42.9
United States,1993,All Suicide,11.2
United States,1993,Expected Lifespan,75.4
United States,1994,All Diseases,350.1
United States,1994,All Exterrnal Factors,42.4
